Word - Frequency
showandtel - 1
riskcontentrenderedp - 1
classfeatured__spanfirstwordsa - 1
agospan - 1
sever - 2
hrefhttpstechcrunchcom20200402howtopvcsinvestingpacefocusandoutlookarechangingspan - 1
classs1they - 1
covid19spana - 1
respond - 2
crisispnp - 1
classp1a - 1
hrefhttpstechcrunchcom20200402howtopvcsinvestingpacefocusandoutlookarechangingnorthzoneu2019 - 1
paul - 2
murphya - 1
fewer - 2
fomo - 2
u201ctak - 1
dilig - 1
business8230 - 1
deals8221 - 1
8220continu - 1
foundersu201du00a0but - 1
hrefhttpstechcrunchcom20200409itsbullshitthatvcsareopenforbusinessrightnowbutthatcouldchangeinamonthspan - 1
classs1investor - 1
bluffsspana - 1
tangibl - 1
businesspnh2 - 1
classp1bfirst - 1
capitalu00a0bh2np - 1
classp1at - 1
least - 1
hrefhttpsfirstroundcomfirst - 1
capitalaon - 1
seedstag - 1
alway - 1
pro - 3
rata - 3
outsidel - 1
commit - 1
3 - 1
millionpnp - 1
classp1pro - 1
claus - 1
financingsif - 1
donu2019t - 2
neg - 1
futurei - 1
hrefhttpsfirstroundcompersonbrettbersonbrett - 1
bersona - 1
context - 1
announcementpnp - 1
classp1u201cth - 1
8216i - 1
rata8217 - 1
necessarili - 1
checkbox - 1
answeru201d - 1
berson - 1
saidu201cand - 1
given - 1
todayu201ddiv - 1
classextracrunchoffercontainerdivprotectedfalseexcerptrenderedpa - 1
crisisnorthzoneu2019 - 1
murphi - 1
hellippnprotectedfalseauthor133574362featured_media1854459comment_statusopenping_statusclosedstickyfalsetemplateformatstandardmetaoutcomestatuscrunchbase_tag0amp_statusrelegenceentitiesrelegencesubjectscategories576737633576602978576737635576754162204291739635394854tags576608198576734528576740177576759119183464215349060392917257665122557659833966455crunchbase_tag576763908tc_stories_taxtc_eventjetpack_featured_media_urlhttpstechcrunchcomwpcontentuploads201907gettyimages1031154382jpgshortlinkhttpstcrnch2z9ani3rapiddataptpctfeaturedtruesubtitlefundingroundfalseseotitleseodescriptionpremiumcontenttruepremiumcutoffpercent033tc_cb_mappingslugfirstroundcapitalcb_namefirst - 1
capitalcb_slugfirstroundcapitalorganizationcb_linkhttpscrunchbasecomorganizationfirstroundcapitalslugdavidbeiselcb_namedavid - 1
beiselcb_slugdavidbeiselpersoncb_linkhttpscrunchbasecompersondavidbeiselslugpaulmurphycb_namepaul - 1
murphycb_slugpaulmurphypersoncb_linkhttpscrunchbasecompersonpaulmurphyslugsarahkunstcb_namesarah - 1
kunstcb_slugsarahkunstpersoncb_linkhttpscrunchbasecompersonsarahkunstslugycombinatorcb_namey - 1
combinatorcb_slugycombinatororganizationcb_linkhttpscrunchbasecomorganizationycombinatorslugcleocapitalcb_namecleo - 1
capitalcb_slugcleocapitalorganizationcb_linkhttpscrunchbasecomorganizationcleocapitalassociatedeventnulleventnullauthors133574362hidefeaturedimagefalse_linksselfhrefhttpstechcrunchcomwpjsonwpv2posts1983653collectionhrefhttpstechcrunchcomwpjsonwpv2postsabouthrefhttpstechcrunchcomwpjsonwpv2typespostrepliesembeddabletruehrefhttpstechcrunchcomwpjsonwpv2commentspost1983653versionhistorycount13hrefhttpstechcrunchcomwpjsonwpv2posts1983653revisionspredecessorversionid1984318hrefhttpstechcrunchcomwpjsonwpv2posts1983653revisions1984318authorsembeddabletruehrefhttpstechcrunchcomwpjsontcv1users133574362httpstechcrunchcomedithrefhttpstechcrunchcomwpadminpostphppost1983653actioneditauthorembeddabletruehrefhttpstechcrunchcomwpjsontcv1users133574362wpfeaturedmediaembeddabletruehrefhttpstechcrunchcomwpjsonwpv2media1854459wpattachmenthrefhttpstechcrunchcomwpjsonwpv2mediaparent1983653wptermtaxonomycategoryembeddabletruehrefhttpstechcrunchcomwpjsonwpv2categoriespost1983653taxonomypost_tagembeddabletruehrefhttpstechcrunchcomwpjsonwpv2tagspost1983653taxonomy_tc_cb_tag_taxonomyembeddabletruehrefhttpstechcrunchcomwpjsonwpv2crunchbase_tagpost1983653taxonomytc_stories_taxembeddabletruehrefhttpstechcrunchcomwpjsonwpv2tc_stories_taxpost1983653taxonomytc_eventembeddabletruehrefhttpstechcrunchcomwpjsonwpv2tc_eventpost1983653curiesnamewphrefhttpsapiworgreltemplatedtrue_embeddedauthorsid133574362namenatasha - 1
mascarenhasurldescriptionlinkhttpstechcrunchcomauthornatashamascarenhasslugnatashamascarenhasavatar_urls24httpssecuregravatarcomavatar2f10add080685bb138750d850afec5b4s24didenticonrg48httpssecuregravatarcomavatar2f10add080685bb138750d850afec5b4s48didenticonrg96httpssecuregravatarcomavatar2f10add080685bb138750d850afec5b4s96didenticonrglinkstwitterhttpstwittercomnmasc_crunchbasehttpswwwcrunchbasecompersonnatashamascarenhas734fpositionnullcbdescriptionpnatasha - 2
mascarenha - 2
trendssh - 2
loneli - 2
immigrationbefor - 2
natasha - 4
beat - 2
newssh - 2
bylin - 2
globe - 2
chronicl - 2
bostinno - 2
proudli - 2
jerseypnnpreach - 2
natashamtechcrunchcom - 2
dm - 2
twitter - 2
nmasc_pcbavatarhttpscrunchbaseproductionrescloudinarycomimageuploadx9fberhwpqwxusvvlxfjtwitternmasc__linksselfhrefhttpstechcrunchcomwpjsontcv1users133574362collectionhrefhttpstechcrunchcomwpjsontcv1usersauthorid133574362namenatasha - 1
nmasc_pcbavatarhttpscrunchbaseproductionrescloudinarycomimageuploadx9fberhwpqwxusvvlxfjtwitternmasc__linksselfhrefhttpstechcrunchcomwpjsontcv1users133574362collectionhrefhttpstechcrunchcomwpjsontcv1userswpfeaturedmediaid1854459date20190711t080241slugbluewomanfromsmartphoneshoutingwithmegaphonetypeattachmentlinkhttpstechcrunchcom20190711unravelingimmigrationpoliticsandsiliconvalleyethicswithjaclynfriedmanbluewomanfromsmartphoneshoutingwithmegaphonetitlerenderedblu - 1
woman - 3
smart - 3
phone - 3
shout - 3
megaphoneauthor133574221licenseauthors133574221captionrenderedpimag - 1
alashipnalt_textgettyimag - 1
1031154382media_typeimagemime_typeimagejpegmedia_detailswidth2069height1449file201907gettyimages1031154382jpgsizesthumbnailfilegettyimages1031154382jpgresize150105width150height105mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201907gettyimages1031154382jpgw150mediumfilegettyimages1031154382jpgresize300210width300height210mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201907gettyimages1031154382jpgw300medium_largefilegettyimages1031154382jpgresize768538width768height538mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201907gettyimages1031154382jpgw1024largefilegettyimages1031154382jpgresize680476width680height476mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201907gettyimages1031154382jpgw6801536x1536filegettyimages1031154382jpgresize15361076width1536height1076mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201907gettyimages1031154382jpgw15362048x2048filegettyimages1031154382jpgresize20481434width2048height1434mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201907gettyimages1031154382jpgw2048guestauthor32filegettyimages1031154382jpgresize3232width32height32mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201907gettyimages1031154382jpgw32h32crop1guestauthor50filegettyimages1031154382jpgresize5050width50height50mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201907gettyimages1031154382jpgw50h50crop1guestauthor64filegettyimages1031154382jpgresize6464width64height64mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201907gettyimages1031154382jpgw64h64crop1guestauthor96filegettyimages1031154382jpgresize9696width96height96mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201907gettyimages1031154382jpgw96h96crop1guestauthor128filegettyimages1031154382jpgresize128128width128height128mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201907gettyimages1031154382jpgw128h128crop1conciergethumbfilegettyimages1031154382jpgresize5035width50height35mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201907gettyimages1031154382jpgw50fullfilegettyimages1031154382jpgwidth1024height717mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201907gettyimages1031154382jpgimage_metaaperture0creditgetti - 1
imagescameracaptionblu - 1
littl - 1
guy - 1
charact - 1
vector - 1
art - 1
illustrationcopi - 1
spacenblu - 1
megaphonecreated_timestamp0copyrightfocal_length0iso0shutter_speed0titleblu - 1
megaphoneorientation0keywordsfilesize423858source_urlhttpstechcrunchcomwpcontentuploads201907gettyimages1031154382jpg_linksselfhrefhttpstechcrunchcomwpjsonwpv2media1854459collectionhrefhttpstechcrunchcomwpjsonwpv2mediaabouthrefhttpstechcrunchcomwpjsonwpv2typesattachmentrepliesembeddabletruehrefhttpstechcrunchcomwpjsonwpv2commentspost1854459authorembeddabletruehrefhttpstechcrunchcomwpjsontcv1users133574221wptermid576737633linkhttpstechcrunchcomextracrunchnameextra - 1
crunchslugextracrunchtaxonomycategoryparent0rapiddataptpctsubmenu_categories_linksselfhrefhttpstechcrunchcomwpjsonwpv2categories576737633collectionhrefhttpstechcrunchcomwpjsonwpv2categoriesabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiescategorywppost_typehrefhttpstechcrunchcomwpjsonwpv2postscategories576737633hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerycategories576737633hrefhttpstechcrunchcomwpjsonwpv2tc_videocategories576737633curiesnamewphrefhttpsapiworgreltemplatedtrueid576602978linkhttpstechcrunchcomfundingnamefundingslugfundingtaxonomycategoryparent0rapiddataptpctsubmenu_categories_linksselfhrefhttpstechcrunchcomwpjsonwpv2categories576602978collectionhrefhttpstechcrunchcomwpjsonwpv2categoriesabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiescategorywppost_typehrefhttpstechcrunchcomwpjsonwpv2postscategories576602978hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerycategories576602978hrefhttpstechcrunchcomwpjsonwpv2tc_videocategories576602978curiesnamewphrefhttpsapiworgreltemplatedtrueid576737635linkhttpstechcrunchcomextracrunchfundraisingnamefundraisingslugfundraisingtaxonomycategoryparent576737633rapiddataptpctsubmenu_categories_linksselfhrefhttpstechcrunchcomwpjsonwpv2categories576737635collectionhrefhttpstechcrunchcomwpjsonwpv2categoriesabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiescategoryupembeddabletruehrefhttpstechcrunchcomwpjsonwpv2categories576737633wppost_typehrefhttpstechcrunchcomwpjsonwpv2postscategories576737635hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerycategories576737635hrefhttpstechcrunchcomwpjsonwpv2tc_videocategories576737635curiesnamewphrefhttpsapiworgreltemplatedtrueid576754162linkhttpstechcrunchcomextracrunchmarketanalysisnamemarket - 1
analysisslugmarketanalysistaxonomycategoryparent576737633rapiddataptpctsubmenu_categories_linksselfhrefhttpstechcrunchcomwpjsonwpv2categories576754162collectionhrefhttpstechcrunchcomwpjsonwpv2categoriesabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiescategoryupembeddabletruehrefhttpstechcrunchcomwpjsonwpv2categories576737633wppost_typehrefhttpstechcrunchcomwpjsonwpv2postscategories576754162hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerycategories576754162hrefhttpstechcrunchcomwpjsonwpv2tc_videocategories576754162curiesnamewphrefhttpsapiworgreltemplatedtrueid20429linkhttpstechcrunchcomstartupsnamestartupsslugstartupstaxonomycategoryparent0rapiddataptpctsubmenu_categories_linksselfhrefhttpstechcrunchcomwpjsonwpv2categories20429collectionhrefhttpstechcrunchcomwpjsonwpv2categoriesabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiescategorywppost_typehrefhttpstechcrunchcomwpjsonwpv2postscategories20429hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerycategories20429hrefhttpstechcrunchcomwpjsonwpv2tc_videocategories20429curiesnamewphrefhttpsapiworgreltemplatedtrueid17396linkhttpstechcrunchcomtcnametcslugtctaxonomycategoryparent0rapiddataptpctsubmenu_categories_linksselfhrefhttpstechcrunchcomwpjsonwpv2categories17396collectionhrefhttpstechcrunchcomwpjsonwpv2categoriesabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiescategorywppost_typehrefhttpstechcrunchcomwpjsonwpv2postscategories17396hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerycategories17396hrefhttpstechcrunchcomwpjsonwpv2tc_videocategories17396curiesnamewphrefhttpsapiworgreltemplatedtrueid35394854linkhttpstechcrunchcomventurecapital2nameventur - 1
capitalslugventurecapital2taxonomycategoryparent0rapiddataptpctsubmenu_categories_linksselfhrefhttpstechcrunchcomwpjsonwpv2categories35394854collectionhrefhttpstechcrunchcomwpjsonwpv2categoriesabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiescategorywppost_typehrefhttpstechcrunchcomwpjsonwpv2postscategories35394854hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerycategories35394854hrefhttpstechcrunchcomwpjsonwpv2tc_videocategories35394854curiesnamewphrefhttpsapiworgreltemplatedtrueid576608198linkhttpstechcrunchcomtagcleocapitalnamecleo - 1
capitalslugcleocapitaltaxonomypost_tag_linksselfhrefhttpstechcrunchcomwpjsonwpv2tags576608198collectionhrefhttpstechcrunchcomwpjsonwpv2tagsabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiespost_tagwppost_typehrefhttpstechcrunchcomwpjsonwpv2poststags576608198hrefhttpstechcrunchcomwpjsonwpv2battlefieldcompaniestags576608198hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerytags576608198hrefhttpstechcrunchcomwpjsonwpv2tc_videotags576608198curiesnamewphrefhttpsapiworgreltemplatedtrueid576734528linkhttpstechcrunchcomtagcoronavirusnamecoronavirusslugcoronavirustaxonomypost_tag_linksselfhrefhttpstechcrunchcomwpjsonwpv2tags576734528collectionhrefhttpstechcrunchcomwpjsonwpv2tagsabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiespost_tagwppost_typehrefhttpstechcrunchcomwpjsonwpv2poststags576734528hrefhttpstechcrunchcomwpjsonwpv2battlefieldcompaniestags576734528hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerytags576734528hrefhttpstechcrunchcomwpjsonwpv2tc_videotags576734528curiesnamewphrefhttpsapiworgreltemplatedtrueid576740177linkhttpstechcrunchcomtagcovid19namecovid19slugcovid19taxonomypost_tag_linksselfhrefhttpstechcrunchcomwpjsonwpv2tags576740177collectionhrefhttpstechcrunchcomwpjsonwpv2tagsabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiespost_tagwppost_typehrefhttpstechcrunchcomwpjsonwpv2poststags576740177hrefhttpstechcrunchcomwpjsonwpv2battlefieldcompaniestags576740177hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerytags576740177hrefhttpstechcrunchcomwpjsonwpv2tc_videotags576740177curiesnamewphrefhttpsapiworgreltemplatedtrueid576759119linkhttpstechcrunchcomtagdavidbeiselnamedavid - 1
beiselslugdavidbeiseltaxonomypost_tag_linksselfhrefhttpstechcrunchcomwpjsonwpv2tags576759119collectionhrefhttpstechcrunchcomwpjsonwpv2tagsabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiespost_tagwppost_typehrefhttpstechcrunchcomwpjsonwpv2poststags576759119hrefhttpstechcrunchcomwpjsonwpv2battlefieldcompaniestags576759119hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerytags576759119hrefhttpstechcrunchcomwpjsonwpv2tc_videotags576759119curiesnamewphrefhttpsapiworgreltemplatedtrueid183linkhttpstechcrunchcomtagentrepreneurshipnameentrepreneurshipslugentrepreneurshiptaxonomypost_tag_linksselfhrefhttpstechcrunchcomwpjsonwpv2tags183collectionhrefhttpstechcrunchcomwpjsonwpv2tagsabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiespost_tagwppost_typehrefhttpstechcrunchcomwpjsonwpv2poststags183hrefhttpstechcrunchcomwpjsonwpv2battlefieldcompaniestags183hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerytags183hrefhttpstechcrunchcomwpjsonwpv2tc_videotags183curiesnamewphrefhttpsapiworgreltemplatedtrueid4642153linkhttpstechcrunchcomtagfirstroundcapitalnamefirst - 1
capitalslugfirstroundcapitaltaxonomypost_tag_linksselfhrefhttpstechcrunchcomwpjsonwpv2tags4642153collectionhrefhttpstechcrunchcomwpjsonwpv2tagsabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiespost_tagwppost_typehrefhttpstechcrunchcomwpjsonwpv2poststags4642153hrefhttpstechcrunchcomwpjsonwpv2battlefieldcompaniestags4642153hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerytags4642153hrefhttpstechcrunchcomwpjsonwpv2tc_videotags4642153curiesnamewphrefhttpsapiworgreltemplatedtrueid4906039linkhttpstechcrunchcomtagpaulmurphynamepaul - 1
murphyslugpaulmurphytaxonomypost_tag_linksselfhrefhttpstechcrunchcomwpjsonwpv2tags4906039collectionhrefhttpstechcrunchcomwpjsonwpv2tagsabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiespost_tagwppost_typehrefhttpstechcrunchcomwpjsonwpv2poststags4906039hrefhttpstechcrunchcomwpjsonwpv2battlefieldcompaniestags4906039hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerytags4906039hrefhttpstechcrunchcomwpjsonwpv2tc_videotags4906039curiesnamewphrefhttpsapiworgreltemplatedtrueid29172linkhttpstechcrunchcomtagprivateequitynamepriv - 1
equityslugprivateequitytaxonomypost_tag_linksselfhrefhttpstechcrunchcomwpjsonwpv2tags29172collectionhrefhttpstechcrunchcomwpjsonwpv2tagsabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiespost_tagwppost_typehrefhttpstechcrunchcomwpjsonwpv2poststags29172hrefhttpstechcrunchcomwpjsonwpv2battlefieldcompaniestags29172hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerytags29172hrefhttpstechcrunchcomwpjsonwpv2tc_videotags29172curiesnamewphrefhttpsapiworgreltemplatedtrueid576651225linkhttpstechcrunchcomtagproratanameprorataslugproratataxonomypost_tag_linksselfhrefhttpstechcrunchcomwpjsonwpv2tags576651225collectionhrefhttpstechcrunchcomwpjsonwpv2tagsabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiespost_tagwppost_typehrefhttpstechcrunchcomwpjsonwpv2poststags576651225hrefhttpstechcrunchcomwpjsonwpv2battlefieldcompaniestags576651225hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerytags576651225hrefhttpstechcrunchcomwpjsonwpv2tc_videotags576651225curiesnamewphrefhttpsapiworgreltemplatedtrueid576598339linkhttpstechcrunchcomtagsarahkunstnamesarah - 1
kunstslugsarahkunsttaxonomypost_tag_linksselfhrefhttpstechcrunchcomwpjsonwpv2tags576598339collectionhrefhttpstechcrunchcomwpjsonwpv2tagsabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiespost_tagwppost_typehrefhttpstechcrunchcomwpjsonwpv2poststags576598339hrefhttpstechcrunchcomwpjsonwpv2battlefieldcompaniestags576598339hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerytags576598339hrefhttpstechcrunchcomwpjsonwpv2tc_videotags576598339curiesnamewphrefhttpsapiworgreltemplatedtrueid576763908linkhttpstechcrunchcomtaxonomy_tc_cb_tag_taxonomytermcleocapitalorganizationnamecleocapitalorganizationslugcleocapitalorganizationtaxonomy_tc_cb_tag_taxonomy_linksselfhrefhttpstechcrunchcomwpjsonwpv2crunchbase_tag576763908collectionhrefhttpstechcrunchcomwpjsonwpv2crunchbase_tagabouthrefhttpstechcrunchcomwpjsonwpv2taxonomies_tc_cb_tag_taxonomywppost_typehrefhttpstechcrunchcomwpjsonwpv2postscrunchbase_tag576763908curiesnamewphrefhttpsapiworgreltemplatedtrueisadminbarmarketoeventid1004marketobrandstudioid1740menusmainid335981order1parent0textstartupsurlhttpstechcrunchcomstartupsattrtargetclassesdescriptionobject_id20429objectcategorytypetaxonomytype_labelcategorychildrenid335986order2parent0textvideosurlvideoattrtargetclassesdescriptionobject_id335986objectcustomtypecustomtype_labelcustom - 1
linkchildrenid1761192order3parent0textaudiourlhttpstechcrunchcompagespodcastsattrtargetclassesdescriptionobject_id1760429objectpagetypepost_typetype_labelpagechildrenid1599992order4parent0textnewslettersurlnewslettersattrtargetclassesdescriptionobject_id1599992objectcustomtypecustomtype_labelcustom - 1
linkchildrenid1781882order5parent0textextra - 1
crunchurlextracrunchtpccecleftnavattrtargetclassesmenu__itemextracrunchdescriptionobject_id1781882objectcustomtypecustomtype_labelcustom - 1
linkchildrenid1752899order6parent0textadvertiseurlhttpstechcrunchcompagesadvertisementeventscalendarattrtargetclassesdescriptionobject_id1416499objectpagetypepost_typetype_labelpagechildrenid1599990order7parent0texteventsurleventsattrtargetclassesdescriptionobject_id1599990objectcustomtypecustomtype_labelcustom - 1
linkchildrenid1599991order8parent0textu2014urlattrtargetclassesdescriptionobject_id1599991objectcustomtypecustomtype_labelcustom - 1
linkchildrenstartupbattlefieldid1602061order1parent0textabouturlstartupbattlefieldaboutattrtargetclassesdescriptionobject_id1602061objectcustomtypecustomtype_labelcustom - 1
linkchildrenid1602062order2parent0textfaqurlstartupbattlefieldfaqattrtargetclassesdescriptionobject_id1602062objectcustomtypecustomtype_labelcustom - 1
linkchildrenid1602065order3parent0textbattlefield - 1
homeurlstartupbattlefieldattrtargetclassesdescriptionobject_id1602065objectcustomtypecustomtype_labelcustom - 1
linkchildrenid1602063order4parent0textleaderboardurlstartupbattlefieldleaderboardattrtargetclassesdescriptionobject_id1602063objectcustomtypecustomtype_labelcustom - 1
linkchildrenid1787197order5parent0textappli - 1
nowurlhttpsapplytechcrunchcomattrtargetclassesapplynowlinkdescriptionobject_id1787197objectcustomtypecustomtype_labelcustom - 1
linkchildrenfooterid1787716order1parent0texttechcrunchurlhttpstechcrunchcomattrtargetclassesdescriptionobject_id1787716objectcustomtypecustomtype_labelcustom - 1
linkchildrenid1601925order2parent0textprivaci - 1
policyurlhttpspoliciesoathcomxwenoathprivacyintlindexhtmlattrtargetclassesdescriptionobject_id1601925objectcustomtypecustomtype_labelcustom - 1
linkchildrenid1927717order3parent0textprivaci - 1
rightsurlattrtargetclassesdonotselllinkdescriptionobject_id1927717objectcustomtypecustomtype_labelcustom - 1
linkchildrenid1601926order4parent0textabout - 1
adsurlhttpadinfoaolcomaboutouradsattrtargetclassesdescriptionobject_id1601926objectcustomtypecustomtype_labelcustom - 1
linkchildrenid1687671order5parent0textcod - 1
conducturlhttpstechcrunchcompagescodeofconductattrtargetclassesdescriptionobject_id1678717objectpagetypepost_typetype_labelpagechildrenid1601928order6parent0textterm - 1
serviceurlhttpspoliciesoathcomxwenoathtermsotosindexhtmlattrtargetclassesdescriptionobject_id1601928objectcustomtypecustomtype_labelcustom - 1
linkchildrensubmenuid1599997order1parent0texttopicsurlattrtargetclassesdescriptionobject_id1599997objectcustomtypecustomtype_labelcustom - 1
linkchildrenid1975435order2parent1599997textgadgetsurlhttpstechcrunchcomgadgetsattrtargetclassesdescriptionth - 1
thatu2019 - 1
comput - 2
everywhereobject_id449557086objectcategorytypetaxonomytype_labelcategorychildrenid1975436order3parent1599997textappsurlhttpstechcrunchcomappsattrtargetclassesdescriptionobject_id449557102objectcategorytypetaxonomytype_labelcategorychildrenid1600003order4parent1599997textsocialurlhttpstechcrunchcomsocialattrtargetclassesdescriptionhow - 1
otherobject_id3457objectcategorytypetaxonomytype_labelcategorychildrenid1600004order5parent1599997textmobileurlhttpstechcrunchcommobileattrtargetclassesdescriptionth - 1
redefin - 1
computersobject_id449557028objectcategorytypetaxonomytype_labelcategorychildrenid1600005order6parent1599997textenterpriseurlhttpstechcrunchcomenterpriseattrtargetclassesdescriptionhow - 1
cloud - 1
devic - 1
workobject_id449557044objectcategorytypetaxonomytype_labelcategorychildrenid1599998order7parent0textabouturlattrtargetclassesdescriptionobject_id1599998objectcustomtypecustomtype_labelcustom - 1
linkchildrenid1601717order8parent1599998textstaffurlpagesabouttechcrunchattrtargetclassesdescriptionobject_id1601717objectcustomtypecustomtype_labelcustom - 1
linkchildrenid1600007order9parent1599998textcontact - 1
usurlhttpstechcrunchcompagescontactusattrtargetclassesdescriptionobject_id672objectpagetypepost_typetype_labelpagechildrenid1600006order10parent1599998textadvertis - 1
opportunitiesurlhttpstechcrunchcompagesadvertisementeventscalendarattrtargetclassesdescriptionobject_id1416499objectpagetypepost_typetype_labelpagechildrenid1600000order11parent0textmor - 1
techcrunchurlattrtargetclassesdescriptionobject_id1600000objectcustomtypecustomtype_labelcustom - 1
linkchildrenid1600009order12parent1600000textstartup - 1
battlefieldurlstartupbattlefieldattrtargetclassesdescriptionobject_id1600009objectcustomtypecustomtype_labelcustom - 1
linkchildrenid1795710order13parent1600000textsponsor - 1
contenturlsponsoredattrtargetclassesdescriptionobject_id1795710objectcustomtypecustomtype_labelcustom - 1
linkchildrenid1897679order14parent1600000textbrex - 1
huburlpagesbrexattrtargetclassesdescriptionobject_id1897679objectcustomtypecustomtype_labelcustom - 1
linkchildrenid1600010order15parent1600000textincludeurlincludeattrtargetclassesdescriptionobject_id1600010objectcustomtypecustomtype_labelcustom - 1
linkchildrenid1833377order16parent1600000textcrunchbaseurlhttpcrunchbasecomattrtargetclassesdescriptionobject_id1833377objectcustomtypecustomtype_labelcustom - 1
linkchildrenid1600012order17parent1600000textcrunchboardurlhttpcrunchboardcomattrtargetclassesdescriptionobject_id1600012objectcustomtypecustomtype_labelcustom - 1
linkchildrenid1620756order18parent1600000textappli - 1
eventsurlhttpstechcrunchcompagestcstartupprogramsattrtargetclassesdescriptionobject_id1617703objectpagetypepost_typetype_labelpagechildrenid1600001order19parent0textread - 1
anywhereurlattrtargetclassesdescriptionobject_id1600001objectcustomtypecustomtype_labelcustom - 1
linkchildrenid1600013order20parent1600001textapp - 1
storeurlhttpsitunesapplecomusapptechcrunchid526058642mt8attrtargetclassesdescriptionobject_id1600013objectcustomtypecustomtype_labelcustom - 1
linkchildrenid1600014order21parent1600001textgoogl - 1
playurlhttpsplaygooglecomstoreappsdetailsidcomaolmobiletechcrunchattrtargetclassesdescriptionobject_id1600014objectcustomtypecustomtype_labelcustom - 1
linkchildrenid1600002order22parent0textinternationalurlattrtargetclassesdescriptionobject_id1600002objectcustomtypecustomtype_labelcustom - 1
linkchildrenid1600016order23parent1600002textjapanurlhttpjptechcrunchcomattrtargetclassesdescriptionobject_id1600016objectcustomtypecustomtype_labelcustom - 1
linkchildrenincludeid1601974order1parent0textour - 1
missionurlincludemissionstatementattrtargetclassesdescriptionobject_id1601974objectcustomtypecustomtype_labelcustom - 1
linkchildrenid1601975order2parent0textoffic - 1
hoursurlincludeofficehoursattrtargetclassesdescriptionobject_id1601975objectcustomtypecustomtype_labelcustom - 1
linkchildrenvideohubid1605165order1parent0textnewsurlshowstctvnewsattrtargetclassesdescriptionobject_id1605165objectcustomtypecustomtype_labelcustom - 1
linkchildrenid1605166order2parent0textgadgetsurlshowsgadgetsattrtargetclassesdescriptionobject_id1605166objectcustomtypecustomtype_labelcustom - 1
linkchildrenid1605167order3parent0textfeaturesurlshowsfeaturesattrtargetclassesdescriptionobject_id1605167objectcustomtypecustomtype_labelcustom - 1
linkchildrenid1605168order4parent0textreviewsurlshowsreviewsattrtargetclassesdescriptionobject_id1605168objectcustomtypecustomtype_labelcustom - 1
linkchildrenid1605169order5parent0textinterviewsurlshowsinterviewsattrtargetclassesdescriptionobject_id1605169objectcustomtypecustomtype_labelcustom - 1
linkchildrenid1605170order6parent0textappsurlshowsappsattrtargetclassesdescriptionobject_id1605170objectcustomtypecustomtype_labelcustom - 1
linkchildrenid1605171order7parent0textdisrupturlshowstechcrunchdisruptattrtargetclassesdescriptionobject_id1605171objectcustomtypecustomtype_labelcustom - 1
